"group";"sex";"nationality";"age";"house_size";"A";"single";"married";"separated";"widowed";"divorced";"edu0";"edu1";"edu2";"edu3";"y";"p_score"
12;1;1;40;2;1;0;1;0;0;0;0;0;1;0;10,0607476787347;0,921544294918895
12;1;1;52;4;1;0;1;0;0;0;0;0;1;0;10,2000153856319;0,956864551116849
12;1;1;44;2;1;1;0;0;0;0;0;0;0;1;10,36933673055;0,913604319170965
12;0;1;56;4;1;0;1;0;0;0;0;0;1;0;10,2171443421601;0,930758573579517
12;1;1;52;5;1;0;1;0;0;0;0;1;0;0;9,16186265895881;0,894829726722462
12;1;1;31;3;1;0;1;0;0;0;0;1;0;0;9,66272440632564;0,747106617698377
12;1;1;38;2;1;0;0;0;1;0;0;1;0;0;8,36404201192206;0,697520994996959
12;0;1;52;1;1;1;0;0;0;0;0;0;1;0;9,78897416574737;0,880911058635472
12;1;1;70;2;1;0;1;0;0;0;0;0;1;0;9,96411217435256;0,979572334064303
12;1;1;41;6;1;0;1;0;0;0;0;0;0;1;9,74598868143365;0,93487476306799
12;1;1;37;3;1;0;1;0;0;0;0;0;1;0;9,89214569818306;0,913678802132035
12;0;1;76;2;1;0;0;1;0;0;0;0;1;0;9,97466026850149;0,95538631257378
12;0;1;51;3;1;0;1;0;0;0;0;0;0;1;10,1960079016282;0,911722600670552
12;1;1;74;3;1;0;1;0;0;0;0;0;1;0;10,0698067518526;0,983606569912316
12;1;1;66;2;1;0;1;0;0;0;0;0;1;0;10,1884158366659;0,975461435610669
12;1;0;30;5;0;0;1;0;0;0;0;0;1;0;9,22682868948099;0,813375436814559
12;1;1;46;4;1;0;1;0;0;0;0;1;0;0;9,42195100774643;0,860944000067143
12;1;1;68;2;1;0;1;0;0;0;0;1;0;0;10,5976675328248;0,941674659651552
12;1;1;71;3;1;0;1;0;0;0;0;1;0;0;9,62572280709256;0,950680208790917
12;1;0;63;3;1;0;1;0;0;0;0;1;0;0;8,96277604612029;0,875613989191323
12;1;0;41;4;1;0;1;0;0;0;0;0;0;1;9,38920357471825;0,876401931450699
12;1;1;48;5;1;0;1;0;0;0;0;0;1;0;8,62811513677529;0,950183726043549
12;1;1;40;3;1;1;0;0;0;0;0;0;1;0;10,0999904841055;0,900249154775675
12;0;1;46;3;1;0;1;0;0;0;0;0;1;0;9,84803356762571;0,890215022019669
12;1;1;50;2;1;0;1;0;0;0;0;1;0;0;9,29075224196247;0,874087979494258
12;1;1;37;3;1;0;1;0;0;0;0;0;1;0;9,22336627632154;0,913678802132035
12;0;1;71;2;1;0;0;0;1;0;0;1;0;0;9,64406894535721;0,844805021072259
12;1;1;72;2;1;0;1;0;0;0;0;0;1;0;10,5645246791778;0,981366894867236
12;1;1;72;5;1;0;1;0;0;0;0;1;0;0;9,08068716374931;0,956012225232604
12;1;1;49;2;1;0;1;0;0;0;0;1;0;0;9,37478078728714;0,868836156688932
12;0;1;73;4;1;0;0;0;1;0;0;1;0;0;9,17645261330883;0,865450796979295
12;1;1;36;2;1;0;1;0;0;0;0;0;0;1;10,0448134886266;0,907494230472499
12;1;0;41;1;0;1;0;0;0;0;0;0;1;0;8,91623773172148;0,823693683167054
12;1;1;66;2;1;0;1;0;0;0;0;1;0;0;8,87038206607014;0,936305438897734
12;1;1;63;4;1;0;1;0;0;0;0;0;1;0;10,2823896332516;0,973791415309687
12;1;1;50;4;1;0;1;0;0;0;0;1;0;0;9,09272732187144;0,881917394676741
12;1;1;63;3;1;0;1;0;0;0;0;1;0;0;9,52284919436298;0,929807089464301
12;1;1;54;4;1;0;1;0;0;0;0;1;0;0;8,27924052444832;0,900094517006125
12;1;1;45;4;1;0;1;0;0;0;0;1;0;0;9,81761837989178;0,855234737053907
12;0;1;43;3;1;0;1;0;0;0;0;1;0;0;10,1857801275778;0,722610216072481
12;0;1;54;1;1;0;0;0;0;1;0;0;0;1;9,96477078095303;0,952323524250937
12;0;1;65;2;1;0;1;0;0;0;0;0;1;0;10,4405460653745;0,950135582850239
12;1;1;52;5;1;0;1;0;0;0;0;1;0;0;9,84674711833052;0,894829726722462
12;1;1;72;1;1;1;0;0;0;0;0;1;0;0;9,81623978397185;0,932927130778131
12;1;1;81;2;1;0;1;0;0;0;0;0;1;0;9,24203281870867;0,987702910309607
12;1;1;60;1;1;1;0;0;0;0;0;1;0;0;9,70375530548238;0,887939405293221
12;1;0;27;1;1;0;0;0;0;1;0;1;0;0;9,66573784883256;0,686203298110217
12;1;1;66;2;1;0;1;0;0;0;0;1;0;0;9,84734039191313;0,936305438897734
12;1;1;45;3;1;0;1;0;0;0;0;0;1;0;9,50710606316101;0,939033485410695
12;1;1;69;2;1;0;1;0;0;0;0;0;0;1;11,4467785398976;0,978768233632318
12;1;1;57;2;1;0;1;0;0;0;0;0;1;0;9,8725127482367;0,963053993137961
12;1;1;46;1;1;0;0;0;0;1;0;0;1;0;9,0259366489779;0,964441186215804
12;1;1;42;4;1;0;1;0;0;0;0;0;1;0;9,42541334843638;0,932793483408315
12;0;1;74;1;1;0;0;0;1;0;0;1;0;0;8,88903257187474;0,857970673130874
12;1;1;42;5;1;0;1;0;0;0;0;1;0;0;7,9968782417413;0,841862217528079
12;1;0;48;5;0;0;1;0;0;0;0;0;1;0;9,38252140113904;0,910203274986574
12;1;1;38;4;1;0;1;0;0;0;0;0;0;1;10,5344806684812;0,920584348664436
12;0;1;61;3;1;0;0;1;0;0;0;1;0;0;9,36620387009234;0,802573406239712
12;0;1;42;1;1;1;0;0;0;0;0;1;0;0;9,9875069580397;0,631198266886236
12;0;1;70;3;1;0;0;0;1;0;0;1;0;0;8,6741969402259;0,843445548974879
12;1;1;66;2;1;0;1;0;0;0;0;0;1;0;9,88127602634132;0,975461435610669
12;0;1;80;1;1;0;0;0;1;0;0;0;1;0;10,286229773537;0,955837011312124
12;1;1;65;2;1;0;1;0;0;0;0;1;0;0;10,1075977806998;0,933451143434569
12;1;1;33;4;1;0;1;0;0;0;0;1;0;0;9,48276376335853;0,770931548002158
12;1;1;79;3;1;0;1;0;0;0;0;0;0;1;10,3648130101409;0,987083609645091
12;1;1;58;4;1;0;1;0;0;0;0;0;1;0;10,3419528400505;0,967094568910845
12;1;1;46;2;1;1;0;0;0;0;0;0;1;0;10,2194168880475;0,920178862464362
12;1;1;81;2;1;0;1;0;0;0;0;1;0;0;9,9511977685333;0,967428290909455
12;1;1;73;2;1;0;1;0;0;0;0;1;0;0;9,83127521860135;0,953295069346171
12;0;1;79;2;1;0;0;0;1;0;0;1;0;0;9,95107063943321;0,887907791524384
12;1;1;65;3;0;0;1;0;0;0;0;1;0;0;9,18824812550137;0,935686470778518
12;1;1;45;3;1;0;1;0;0;0;0;1;0;0;9,53834831589953;0,850649495613931
12;0;1;66;1;1;0;0;0;0;1;0;0;1;0;10,0431625346086;0,972069000796356
12;1;1;37;4;1;0;1;0;0;0;0;1;0;0;9,23294020403309;0,802364718766697
12;1;1;72;2;1;0;1;0;0;0;0;1;0;0;9,31391930125104;0,951162405562348
12;1;1;61;3;1;0;1;0;0;0;0;0;0;1;9,67438880418324;0,970465939123494
12;1;1;81;2;1;0;1;0;0;0;0;1;0;0;9,4834162920386;0,967428290909455
12;0;1;37;2;1;0;0;1;0;0;0;0;0;1;9,63475304126207;0,776053415006696
12;1;1;69;3;1;0;1;0;0;0;0;1;0;0;9,91190205113715;0,946092548162909
12;1;1;70;3;1;0;1;0;0;0;0;0;1;0;10,1018464870277;0,980291193588379
12;0;1;38;3;1;0;0;1;0;0;0;0;1;0;11,0454608319838;0,788982236104435
12;1;1;59;4;1;0;1;0;0;0;0;0;1;0;10,1499725601376;0,968554500250053
12;0;1;55;5;1;0;0;0;1;0;0;1;0;0;9,91143664412634;0,741514127904903
12;1;1;36;1;1;1;0;0;0;0;0;0;0;1;10,726324380659;0,875095025011427
12;1;1;38;3;1;0;1;0;0;0;0;0;0;1;10,0517159686127;0,917870194163285
12;1;1;75;2;1;0;1;0;0;0;0;1;0;0;10,0035440267528;0,957297443244837
12;1;1;38;4;1;0;1;0;0;0;0;0;1;0;9,99994426118863;0,920037185177055
12;1;1;57;3;1;0;1;0;0;0;0;0;1;0;9,64410134923919;0,964332975947778
12;1;1;64;3;1;0;1;0;0;0;0;0;1;0;10,1933734447921;0,974053822007459
12;0;1;26;2;1;1;0;0;0;0;0;0;1;0;9,96451993450121;0,693917026770031
12;1;1;55;4;1;0;1;0;0;0;0;0;1;0;10,072504325251;0,962311661070373
12;1;0;68;2;1;0;1;0;0;0;0;0;1;0;8,96016814831686;0,958681601049747
12;0;1;52;3;1;0;1;0;0;0;0;0;0;1;10,5145159134594;0,915424399358906
12;0;1;58;2;1;0;0;0;1;0;0;0;1;0;9,04522985191258;0,888911618337547
12;1;1;50;5;1;0;1;0;0;0;0;1;0;0;8,36304251165565;0,885671693819765
12;1;1;69;1;1;1;0;0;0;0;0;1;0;0;9,88328484521861;0,923570369368956
12;1;1;71;2;1;0;1;0;0;0;0;0;1;0;10,074326772221;0,980489826774064
12;1;1;33;2;1;0;1;0;0;0;0;0;1;0;9,08643865534935;0,894285638795036
12;0;1;39;2;1;1;0;0;0;0;0;0;1;0;10,0792878923398;0,806600452176778
12;1;1;39;3;0;0;1;0;0;0;0;0;0;1;9,57111799918868;0,921336443739094
12;0;1;41;4;1;0;1;0;0;0;0;0;1;0;9,52149480061311;0,869329797000248
12;0;1;58;1;1;1;0;0;0;0;0;0;1;0;9,40063009841931;0,907411231570571
12;0;1;77;1;0;0;0;0;1;0;0;1;0;0;9,50762618057066;0,874265029382248
12;1;1;67;2;1;0;1;0;0;0;0;1;0;0;9,65057184310288;0,939045307144463
13;1;1;43;3;1;0;1;0;0;0;0;0;0;1;10,6115507124567;0,933900365076318
13;1;1;69;2;1;0;1;0;0;0;0;1;0;0;10,0059538840806;0,944197331924242
13;1;1;73;3;1;0;1;0;0;0;0;1;0;0;9,95887495461569;0,954896060809414
13;0;1;81;1;1;0;0;0;1;0;0;0;1;0;10,4335862516457;0,95777460431188
13;0;1;45;3;1;0;0;0;1;0;0;1;0;0;9,17336513585129;0,625236245546273
13;1;1;43;3;1;0;1;0;0;0;0;1;0;0;9,83844520103068;0,838339355939187
13;1;1;74;5;1;0;1;0;0;0;0;0;1;0;10,2821408596011;0,984744793937805
13;1;1;67;2;0;0;1;0;0;0;0;0;1;0;8,52912176228151;0,97655914780008
13;1;1;80;2;1;0;1;0;0;0;0;0;1;0;10,5506606002734;0,987120166926268
13;1;1;48;2;1;0;1;0;0;0;0;1;0;0;10,0054723768035;0,86339951240197
13;1;1;34;4;1;0;1;0;0;0;0;0;0;1;9,87694799749712;0,905744828346537
13;1;1;81;1;1;0;0;0;1;0;0;1;0;0;9,93144312854946;0,943494143658632
13;0;1;67;2;0;0;0;0;1;0;0;0;0;1;9,67184969339632;0,924780455580489
13;1;1;32;2;1;1;0;0;0;0;0;0;0;1;10,2100895098404;0,857633992788351
13;1;1;68;3;1;0;1;0;0;0;0;1;0;0;9,56874881254107;0,94365043977106
13;0;1;31;2;1;1;0;0;0;0;0;0;1;0;9,96849471368856;0,741340541011623
13;0;1;67;1;0;0;0;0;0;1;0;1;0;0;8,70896990698095;0,93097462473588
13;0;1;76;1;1;1;0;0;0;0;0;0;1;0;9,882876598632;0,957970831749313
13;0;1;58;3;1;0;1;0;0;0;0;0;1;0;10,6737925141369;0,934356718710489
13;1;1;48;4;1;0;1;0;0;0;0;0;1;0;10,0912940395607;0,948424501794898
13;0;1;42;2;1;0;0;0;0;1;0;0;1;0;9,92102517301249;0,921353480291643
13;0;1;81;1;1;0;0;0;1;0;0;1;0;0;9,87898992093573;0,893477842508558
13;0;1;81;1;0;0;0;0;1;0;1;0;0;0;9,23004495525052;0,677802818642496
13;0;1;38;3;1;0;0;0;0;1;0;0;1;0;9,10692241277769;0,909691777497931
13;0;1;58;2;0;0;0;0;1;0;0;1;0;0;8,35999342347408;0,747410623651192
13;1;1;81;2;1;0;1;0;0;0;0;0;1;0;10,4387520981791;0,987702910309604
13;1;1;32;1;1;1;0;0;0;0;0;0;1;0;10,103403417731;0,852174300418975
13;0;1;60;2;1;0;0;0;0;1;0;0;1;0;9,61063658902047;0,964596730865621
13;1;1;66;2;1;0;1;0;0;0;0;1;0;0;9,87182487219932;0,936305438897718
13;0;1;81;1;1;0;0;0;1;0;0;1;0;0;9,47508641314491;0,893477842508558
13;1;0;33;4;1;0;1;0;0;0;0;0;1;0;9,99104044954399;0,828666613620633
13;0;1;65;2;0;0;1;0;0;0;0;0;1;0;10,5105683639004;0,950135582850226
13;1;1;34;1;0;1;0;0;0;0;0;0;0;1;9,98225252117178;0,864478790302957
13;0;1;80;2;1;0;0;0;1;0;0;0;1;0;10,0271790247314;0,957354765859086
13;1;1;77;4;1;0;1;0;0;0;0;1;0;0;9,37852919719308;0,9636226106027
13;1;1;68;2;1;0;1;0;0;0;1;0;0;0;9,41713771541644;0,801953275996103
13;1;1;66;2;1;0;1;0;0;0;0;1;0;0;10,639231152473;0,936305438897718
13;1;1;81;2;1;0;1;0;0;0;0;1;0;0;9,59795827326679;0,967428290909447
13;1;1;40;4;1;0;1;0;0;0;0;1;0;0;9,15049805279998;0,823727819137508
13;1;1;76;1;1;0;0;0;1;0;0;0;0;1;10,7762442823866;0,972961355121297
13;0;1;71;1;1;0;0;0;1;0;0;0;1;0;9,81923600008854;0,934176442828334
13;1;1;58;4;1;0;1;0;0;0;1;0;0;0;9,46687227663567;0,731601003076739
13;0;0;49;2;0;0;0;1;0;0;0;0;0;1;9,04349838599123;0,763741584493853
13;1;1;58;1;1;0;0;0;1;0;0;1;0;0;9,30864606076031;0,850276172277472
13;1;1;33;3;1;0;1;0;0;0;0;0;1;0;9,65634298998269;0,897692321479583
13;1;1;65;2;1;0;1;0;0;0;0;1;0;0;10,1418480695239;0,933451143434552
13;1;1;77;2;1;0;1;0;0;0;0;1;0;0;9,44851702426144;0,960970876316059
13;1;1;81;2;1;0;1;0;0;0;0;1;0;0;9,97046060763329;0,967428290909447
13;0;1;41;3;1;0;1;0;0;0;0;1;0;0;9,64114828775614;0,703425946077999
13;1;1;67;2;1;0;1;0;0;0;0;0;1;0;10,3008532823876;0,97655914780008
13;1;1;51;4;1;0;1;0;0;0;0;1;0;0;9,36443390731358;0,886713736717757
13;1;1;67;3;1;0;1;0;0;0;0;1;0;0;9,6004210780406;0,941104586283189
13;0;1;42;4;0;0;0;1;0;0;0;1;0;0;9,02872256749047;0,633694381256898
13;1;1;76;3;1;0;1;0;0;0;0;0;1;0;9,96168570343989;0,985052133085642
13;1;1;67;2;1;0;1;0;0;0;0;0;1;0;10,3080188914842;0,97655914780008
13;0;1;56;1;1;0;0;0;1;0;0;0;1;0;10,2441296546003;0,875373883602139
13;1;1;48;3;1;0;1;0;0;0;0;1;0;0;10,0313749225881;0,867654214063042
13;1;0;33;3;1;1;0;0;0;0;0;0;1;0;10,0536063053445;0,775489100689415
13;0;1;48;2;1;0;0;0;1;0;0;1;0;0;9,76514460291438;0,649296079491648
13;1;1;64;2;1;0;1;0;0;0;0;0;0;1;10,4644167632684;0,973308212305866
13;1;1;32;1;1;1;0;0;0;0;0;1;0;0;9,21761385594268;0,680687939323266
14;0;1;69;1;0;1;0;0;0;0;0;1;0;0;9,02328764080633;0,858562212314056
14;1;1;51;4;1;0;1;0;0;0;0;0;1;0;9,36247759759282;0,954887165532406
14;1;1;81;1;1;0;0;0;1;0;0;0;1;0;10,329571947847;0,978333174972936
14;1;1;53;3;1;0;1;0;0;0;0;1;0;0;9,22562299550734;0,892335927629121
14;0;1;47;3;1;0;0;0;1;0;0;0;0;1;9,81164634887055;0,833119243150793
14;0;1;55;1;1;1;0;0;0;0;0;0;1;0;10,1993981774012;0,894895981132943
14;0;1;57;1;1;1;0;0;0;0;0;0;1;0;10,1337655927509;0,903395715947907
14;0;1;59;2;1;0;1;0;0;0;0;1;0;0;9,32960379309886;0,841726828059502
14;0;1;70;1;1;0;0;0;1;0;0;0;1;0;10,3790693448615;0,93123374925246
14;1;1;79;2;1;0;1;0;0;0;0;1;0;0;9,71751935482198;0,964340078269667
14;0;1;77;1;1;0;0;0;1;0;1;0;0;0;9,91368537751257;0,635556962556757
14;1;1;45;5;1;1;0;0;0;0;0;0;0;1;10,0492099568818;0,925188419166514
14;1;1;45;4;1;0;1;0;0;0;0;1;0;0;9,74530096136418;0,855234737053886
14;1;1;62;1;1;0;0;0;0;1;0;0;1;0;8,01928379291679;0,982886158967638
15;1;1;61;2;1;0;1;0;0;0;0;0;1;0;10,0701877284271;0,969177808034856
15;0;1;49;3;0;0;1;0;0;0;0;1;0;0;9,3437780102059;0,775353000957237
15;0;1;51;2;1;0;0;0;0;1;0;0;1;0;10,121765954983;0,946994277431189
15;1;1;60;2;1;0;1;0;0;0;0;1;0;0;10,3800322423252;0,917321674161198
15;0;1;77;4;1;0;0;0;1;0;0;1;0;0;9,83589370196288;0,88583458281955
15;1;1;48;4;1;0;1;0;0;0;0;0;1;0;10,4774489284254;0,948424501794892
15;1;1;38;3;1;0;1;0;0;0;0;1;0;0;10,1727934797398;0,803998025869485
15;1;1;48;3;1;0;1;0;0;0;0;0;1;0;9,77135201040173;0,946606642872683
15;1;1;49;5;1;0;1;0;0;0;0;0;0;1;9,81447417305801;0,952694365764531
15;1;1;60;2;1;0;1;0;0;0;0;1;0;0;9,76579513369411;0,917321674161198
15;1;1;36;4;0;0;1;0;0;0;0;1;0;0;9,27617269859886;0,794823523713945
15;1;0;36;1;0;0;1;0;0;0;0;0;1;0;10,0411603576612;0,833022702659151
15;1;0;45;1;1;0;1;0;0;0;0;0;0;1;9,77417581605579;0,884594425660912
15;1;1;77;3;1;0;1;0;0;0;0;1;0;0;9,02376980089281;0,962319150166152
15;0;1;54;2;1;0;0;1;0;0;0;1;0;0;9,49195406927788;0,738399436046246
15;0;1;75;1;0;0;0;0;1;0;0;1;0;0;9,00883599576545;0,8635892462573
15;1;1;51;3;1;0;0;0;0;1;0;0;1;0;10,2865176827112;0,973607508492747
15;0;1;29;1;0;1;0;0;0;0;0;0;0;1;9,56057461908493;0,717089428805164
15;1;1;34;1;1;0;0;1;0;0;0;0;1;0;9,98511362141607;0,851523607546577
15;1;1;60;4;1;0;1;0;0;0;0;1;0;0;9,60259865259706;0,922700489653198
15;1;1;50;5;1;0;1;0;0;0;0;0;1;0;9,68965468880932;0,954439983525362
15;1;1;53;5;1;0;1;0;0;0;0;1;0;0;9,54457200531957;0,899161557839492
15;0;1;54;2;0;0;1;0;0;0;0;0;1;0;8,63052187672324;0,919198281608693
15;0;1;64;1;1;0;0;0;1;0;0;0;1;0;10,0233572983865;0,910882272177937
15;1;1;59;2;0;0;0;0;0;1;1;0;0;0;9,98432994038023;0,827583229686062
15;1;1;55;3;1;0;1;0;0;0;0;0;1;0;9,81142708668691;0,960963130120199
15;1;1;48;3;0;0;1;0;0;0;0;1;0;0;9,27392531360129;0,867654214063027
15;0;1;81;1;1;0;0;0;1;0;0;1;0;0;8,9690328500343;0,893477842508545
15;1;1;77;2;1;0;1;0;0;0;0;1;0;0;9,90880671417951;0,960970876316054
15;0;1;70;5;1;0;0;0;1;0;0;1;0;0;9,43422650430885;0,852859613941856
15;1;1;29;3;0;0;1;0;0;0;0;1;0;0;7,01311579453996;0,728981110334215
15;1;1;74;2;1;0;1;0;0;0;0;1;0;0;9,58681140701326;0,955338975781943
15;1;1;57;4;1;0;1;0;0;0;0;0;0;1;10,3408905077358;0,965816442343546
15;1;1;56;1;1;1;0;0;0;0;0;0;1;0;9,74443320268052;0,946703971664799
15;1;1;61;4;1;0;1;0;0;0;0;0;0;1;10,1356463441773;0,971495932270292
15;1;1;69;1;1;1;0;0;0;0;0;1;0;0;9,58582725656466;0,923570369368928
15;1;1;60;2;1;0;1;0;0;0;0;0;1;0;8,41803561988302;0,967745851535204
15;0;1;58;3;1;0;0;0;1;0;0;0;1;0;9,67570827281739;0,89247065751926
15;1;1;40;2;1;0;1;0;0;0;0;0;1;0;10,4150728877483;0,921544294918866
15;1;1;79;1;0;0;0;0;1;0;1;0;0;0;8,86403999703599;0,792224958779175
15;1;1;81;2;1;0;1;0;0;0;0;1;0;0;9,80536007472204;0,967428290909443
15;0;1;45;2;1;0;0;0;0;1;0;0;1;0;9,77322699517878;0,930961352827432
15;0;1;48;5;0;0;1;0;0;0;0;1;0;0;9,67045148119767;0,779888062141469
15;1;1;77;2;1;0;1;0;0;0;0;1;0;0;8,76060984757;0,960970876316054
15;0;1;37;2;1;1;0;0;0;0;0;0;1;0;9,52085967808637;0,791549296290498
15;1;1;66;2;1;0;1;0;0;0;0;1;0;0;9,60768369886152;0,936305438897711
15;0;1;79;1;1;0;0;0;1;0;0;0;1;0;9,49694686620103;0,953814795523362
15;1;1;55;3;1;0;1;0;0;0;0;0;1;0;10,0075096729425;0,960963130120199
15;0;1;66;1;1;0;0;0;0;1;0;0;1;0;10,297992820408;0,972069000796345
15;1;1;72;2;1;0;1;0;0;0;0;0;1;0;9,56324822934567;0,981366894867229
15;1;1;66;2;1;0;1;0;0;0;0;1;0;0;9,71446358448115;0,936305438897711
15;0;1;81;1;1;0;0;0;1;0;0;1;0;0;9,96382978154229;0,893477842508545
15;1;1;48;3;1;0;1;0;0;0;0;0;1;0;10,1305788568094;0,946606642872683
15;1;1;53;4;1;0;1;0;0;0;0;0;1;0;9,98163548949562;0,958759007287423
15;0;1;40;2;1;0;1;0;0;0;0;0;1;0;10,0624551836318;0,855083237602367
15;1;1;58;1;1;0;0;0;1;0;0;0;0;1;10,9067629943777;0,939292042514111
15;0;1;32;1;1;1;0;0;0;0;0;0;1;0;9,5566214867309;0,743316831242906
15;0;1;81;1;1;0;0;0;1;0;0;0;1;0;10,1451387754061;0,957774604311874
15;1;1;48;1;1;1;0;0;0;0;0;0;0;1;9,41832967551871;0,924802550744787
15;1;1;64;2;1;0;1;0;0;0;0;1;0;0;10,044205559475;0,930478437861749
15;1;1;64;1;1;1;0;0;0;0;0;1;0;0;8,06085575293432;0,905289078179514
15;1;1;60;3;1;0;1;0;0;0;0;0;1;0;10,398778129915;0,968867663906321
15;0;1;45;1;1;0;1;0;0;0;0;0;1;0;10,1001228439695;0,877925761624065
15;0;1;71;1;1;0;0;1;0;0;0;0;0;1;9,75260652157649;0,942704248706881
15;0;1;63;3;1;0;0;0;1;0;0;1;0;0;9,12369256525051;0,795085901447222
15;0;1;48;3;1;0;1;0;0;0;0;0;1;0;10,8506738411468;0,899050602407643
15;1;1;80;2;1;0;1;0;0;0;0;0;1;0;9,53203732325688;0,987120166926267
15;0;1;64;1;1;0;0;0;0;1;0;0;1;0;9,41344446795267;0,969406872393841
15;1;1;52;3;1;0;1;0;0;0;0;0;1;0;10,0881397246684;0,955330163769187
15;0;1;59;1;1;1;0;0;0;0;0;0;0;1;9,62158872484008;0,911877598630987
15;1;1;34;3;1;1;0;0;0;0;0;0;1;0;9,63379091611166;0,871988281882178
15;0;1;71;2;1;0;0;0;0;1;0;0;0;1;10,4601274884414;0,9787133803645
15;0;1;81;2;0;0;0;0;1;0;0;1;0;0;9,20960676965579;0,896907555823855
15;0;1;81;1;1;0;0;0;1;0;0;1;0;0;9,13162178726478;0,893477842508545
15;1;1;79;2;1;0;1;0;0;0;0;1;0;0;9,91485601943807;0,964340078269659
15;1;1;74;2;1;0;1;0;0;0;0;1;0;0;9,79868243817;0,955338975781943
15;1;1;47;4;1;0;1;0;0;0;0;1;0;0;9,27413133094627;0,866463257697902
15;0;1;62;2;1;0;0;0;0;1;0;1;0;0;10,2512058385497;0,917121513186246
